                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.46042,                0.26445,                0.94823,                0.98898,                0.97968,                0.99071,                0.91244,                0.41589,                0.23039,                0.88901,             0.00012651,             0.00012651,             0.00012651
                    136,                0.46281,                0.26593,                0.94786,                0.98898,                0.97988,                0.99064,                0.91276,                0.41464,                0.23004,                0.88872,             0.00012318,             0.00012318,             0.00012318
                    137,                0.46204,                0.26537,                0.94672,                0.98898,                0.98009,                0.99065,                0.91327,                0.41428,                0.22966,                0.88822,             0.00011988,             0.00011988,             0.00011988
                    138,                0.46185,                0.26434,                0.94649,                0.98897,                0.98004,                0.99066,                0.91367,                0.41369,                0.22922,                0.88764,             0.00011662,             0.00011662,             0.00011662
                    139,                0.45794,                0.26148,                0.94489,                0.98896,                0.98036,                0.99086,                0.91375,                0.41323,                0.22911,                0.88718,             0.00011338,             0.00011338,             0.00011338
                    140,                0.45809,                0.26163,                0.94426,                0.98898,                0.98061,                0.99087,                0.91375,                0.41261,                0.22875,                 0.8868,             0.00011019,             0.00011019,             0.00011019
                    141,                0.45836,                0.26132,                0.94179,                0.98898,                0.98067,                 0.9908,                0.91395,                0.41219,                0.22841,                0.88636,             0.00010702,             0.00010702,             0.00010702
                    142,                0.46077,                0.26246,                0.94569,                0.98892,                 0.9808,                 0.9908,                0.91403,                0.41182,                0.22812,                0.88602,              0.0001039,              0.0001039,              0.0001039
                    143,                0.45418,                0.25993,                0.93945,                0.98891,                0.98085,                0.99081,                0.91402,                 0.4108,                0.22755,                0.88535,             0.00010081,             0.00010081,             0.00010081
                    144,                0.45468,                0.25998,                0.94104,                0.98895,                0.98084,                0.99081,                0.91425,                0.41013,                0.22748,                0.88492,             9.7752e-05,             9.7752e-05,             9.7752e-05
                    145,                 0.4546,                0.25918,                0.94327,                0.98898,                0.98088,                0.99095,                0.91487,                0.40939,                0.22727,                0.88477,             9.4738e-05,             9.4738e-05,             9.4738e-05
                    146,                0.45108,                0.25828,                0.94208,                0.98904,                0.98104,                0.99107,                0.91468,                0.40935,                0.22727,                0.88445,             9.1762e-05,             9.1762e-05,             9.1762e-05
                    147,                0.44883,                0.25856,                0.94008,                0.98893,                0.98128,                0.99107,                0.91544,                0.40876,                 0.2271,                0.88398,             8.8825e-05,             8.8825e-05,             8.8825e-05
                    148,                0.45313,                 0.2598,                0.94224,                0.98894,                0.98134,                0.99107,                 0.9158,                0.40843,                0.22658,                0.88377,             8.5929e-05,             8.5929e-05,             8.5929e-05
                    149,                0.44909,                0.25686,                0.93976,                0.98915,                0.98146,                0.99108,                0.91671,                0.40784,                0.22624,                0.88342,             8.3075e-05,             8.3075e-05,             8.3075e-05
                    150,                0.44549,                0.25571,                0.93909,                 0.9892,                0.98122,                0.99107,                0.91645,                0.40753,                0.22599,                0.88298,             8.0262e-05,             8.0262e-05,             8.0262e-05
